Date,Close,High,Low,Open,Volume
,NKE,NKE,NKE,NKE,NKE
2024-01-02,103.00220489501953,104.2589143367997,102.90552869727166,104.02690768799324,9326600
2024-01-03,100.57577514648438,103.9012356328904,100.53710614369382,102.19983638689683,10573700
2024-01-04,98.89371490478516,100.16976250595975,98.89371490478516,99.04838354186421,10420600
2024-01-05,98.68104553222656,100.22776888101282,98.50703869452819,99.04839002276371,8044500
2024-01-08,100.16976928710938,100.23743820329207,98.34270117481763,98.68104575573116,9414200
2024-01-09,99.3190689086914,99.95709645940197,99.08706224268708,99.7347515136019,7759500
2024-01-10,100.31475830078125,100.37276549095725,98.96138011930684,99.27072475726641,6784700
2024-01-11,102.37385559082031,102.48019351751317,100.27611171944119,100.74979415402636,9537700
2024-01-12,101.56181335449219,102.77986118201788,101.23313787940663,102.47051652149563,6680900
2024-01-16,98.3330307006836,100.7497882095468,97.9850170293786,100.4791125486115,10547900
2024-01-17,97.46299743652344,97.93667984760287,96.90230791912242,97.685342374582,8226200
2024-01-18,97.5790023803711,98.05268478138845,96.737968122135,97.63700219978098,8852400
2024-01-19,98.39103698730469,98.77771968920835,96.351292925738,97.65634059122365,8517200
2024-01-22,97.21165466308594,98.42003345464322,96.75730305740298,98.3620336327633,9897400
2024-01-23,98.50703430175781,98.7390409498901,97.85934508073608,98.24602036917042,8208000
2024-01-24,97.40499877929688,98.41037080946462,97.33732986262014,98.39103261878054,7879300
2024-01-25,97.41465759277344,98.35236067828673,96.75729926094463,98.14935393431352,10063700
2024-01-26,99.3287353515625,99.8314176770403,97.84968091032655,98.18802549241342,9735800
2024-01-29,100.42111206054688,100.5467881796315,97.96568538249437,99.45440899243293,8860800
2024-01-30,100.71111297607422,100.83678170363427,99.69607193498152,99.89907866812842,7542800
2024-01-31,98.14935302734375,100.82712442982364,97.75300863811339,100.62411031236789,11547600
2024-02-01,98.37169647216797,98.84537886323373,97.25998657956359,98.50703429818675,7666700
2024-02-02,97.3566665649414,98.03336314798624,96.11928779925387,97.52100431889946,8966900
2024-02-05,96.36095428466797,97.24065016989272,95.75193405643546,97.15365044101314,10097900
2024-02-06,99.19339752197266,99.2127283372245,95.82926776552775,96.18695053823627,11368600
2024-02-07,100.33409881591797,100.86578100658114,98.94204422514089,98.98071322770225,9447800
2024-02-08,100.31475830078125,101.46513713039243,99.61873839689066,100.9527857652117,6330400
2024-02-09,101.02046966552734,101.44582137160235,99.88942885658321,100.34378047437077,5449000
2024-02-12,103.6112289428711,103.8529046954552,101.16547150677735,101.25247123753547,7501900
2024-02-13,101.50382995605469,102.27719542014945,100.77880259922573,101.4941608595296,6180500
2024-02-14,102.7895278930664,102.87652761962129,100.98179069594575,101.32980435288191,5743300
2024-02-15,102.51885986328125,103.76590028874054,102.30618401541723,103.45655561239984,7201300
2024-02-16,100.06343078613281,101.21380235458159,98.26536259470213,101.14613343879049,14590100
2024-02-20,99.86042785644531,100.38244101229984,98.76804869145158,99.69608273293368,8759500
2024-02-21,101.76482391357422,102.00649966915209,99.5027423815375,99.90875588082223,8888100
2024-02-22,101.5811538696289,102.48018796225054,100.61445086144901,102.27718121557581,6705500
2024-02-23,102.11283111572266,103.06987235737458,101.68748682812453,101.75515574038049,6947300
2024-02-26,101.05913543701172,102.56718980064926,100.30510825519295,101.80349352344956,5831500
2024-02-27,101.64881896972656,101.7454877918443,100.5274399821575,101.33947431373483,5317400
2024-02-28,100.8754653930664,101.9291755903641,100.24710691306606,100.63378962194007,4219800
2024-02-29,100.46943664550781,102.05482887386471,100.22776091099783,101.48447768059302,10811600
2024-03-01,98.8395767211914,100.83810485540167,98.79107331995856,100.77019417230822,7349300
2024-03-04,96.56941223144531,98.73285782825452,96.0552302932362,98.61644374516369,11050900
2024-03-05,95.3761215209961,96.21045703882717,95.0753752535371,96.04553214387931,8670600
2024-03-06,94.7164077758789,97.11269630818086,94.1634186839407,97.01568210641626,10045300
2024-03-07,95.25970458984375,95.46343664253354,94.76492251804886,95.0656687765372,8133900
2024-03-08,96.20075988769531,96.35598113979039,95.094774233611,95.55074915202523,9043500
2024-03-11,98.0634536743164,98.72316061156577,96.4723970730166,96.91866832443394,8537400
2024-03-12,97.1903076171875,98.34479656700938,96.6761257022376,97.78210385182655,7040900
2024-03-13,98.3351058959961,98.95600573198155,97.33584545376046,97.60748820679035,7326400
2024-03-14,97.26792907714844,99.43137473490822,97.1029967852744,99.15002835666364,8350900
2024-03-15,96.66641998291016,98.14106241845388,96.37536999118977,97.30672700401148,15208500
2024-03-18,95.79328918457031,96.68583914809616,95.5798534846339,96.02613216725166,7207000
2024-03-19,96.97687530517578,97.05448962755908,95.50224018843903,95.56044722937192,6168900
2024-03-20,97.27762603759766,97.44255833069423,96.07463359202512,96.48209770076122,7771700
2024-03-21,97.81121063232422,98.87838165764825,96.7828467681386,97.44255370407313,17176000
2024-03-22,91.05891418457031,92.32981717300295,88.98277930805361,91.04921054448135,41837400
2024-03-25,90.95219421386719,92.66936838387326,90.00143735359983,91.26264407404885,14548800
2024-03-26,89.81712341308594,91.05892300322316,89.65219852414477,90.94250151600676,10816900
2024-03-27,91.32086181640625,91.340269098404,89.56488028278977,90.48652633152884,11095700
2024-03-28,91.17534637451172,91.98057095550891,90.64175713254711,91.55370696364677,11331700
2024-04-01,89.79771423339844,91.11712812046437,88.95368252447149,91.01041027653189,10360000
2024-04-02,88.23577117919922,89.1574247178931,87.93502489482326,89.02160333774202,11107300
2024-04-03,87.63427734375,88.71115212917526,87.58576653652148,88.29398435282394,8876600
2024-04-04,86.41187286376953,88.33278673977041,86.23724432958763,88.2357651305619,12110300
2024-04-05,86.18872833251953,87.556653001485,86.14992857322513,86.48948197986967,9716700
2024-04-08,87.31411743164062,87.56636028781067,86.14993215990252,86.45067841806448,8452500
2024-04-09,88.2842788696289,88.43950752815446,87.188004225204,87.31412195897364,7191900
2024-04-10,86.34396362304688,87.41113472681,86.12082428052717,87.21710630856569,7932900
2024-04-11,89.25442504882812,89.6521928871921,88.11934337624774,88.50740757419312,15330200
2024-04-12,89.25442504882812,90.09846412423117,88.40068973471541,89.26412868924672,10905900
2024-04-15,90.32160186767578,91.1171301940067,89.77831639653547,90.79697665492355,11597300
2024-04-16,90.60294342041016,91.37907182503892,88.91487265230798,90.26339001902596,10388200
2024-04-17,92.00967407226562,92.23281340929798,90.8648960703825,91.7865421369428,10181200
2024-04-18,92.8828125,93.01863386357819,91.70892362809752,92.32012716590857,10062900
2024-04-19,91.70893096923828,93.34849850587422,91.67012380486533,92.57237002183466,11241900
2024-04-22,91.37907409667969,92.22310580085849,91.04921692591421,91.80593806829901,8642000
2024-04-23,91.21414184570312,91.89325606732552,91.10743140403895,91.55370265736893,6582700
2024-04-24,91.81564331054688,92.34923253651459,91.29175772551748,91.29175772551748,6493200
2024-04-25,91.13653564453125,91.96116747571364,89.68130038890024,91.19474268620952,5317900
2024-04-26,91.31116485595703,92.57236431260189,91.10743280684615,91.76713235537129,6115700
2024-04-29,91.2529525756836,92.05818455200576,90.9036955112959,91.62161692237588,5030700
2024-04-30,89.50667572021484,90.71937181884557,89.49697207894712,90.13727917184474,6493300
2024-05-01,87.64396667480469,89.1283128794917,87.40142746120156,89.07009843506457,9783100
2024-05-02,89.65219116210938,89.69099091961928,88.19695599909743,88.60442006833065,7333300
2024-05-03,89.39995574951172,90.85519103332892,89.12831301413935,90.31189816087476,5736700
2024-05-06,90.57384490966797,90.58354855073246,89.72010953872822,90.04025567676224,6696300
2024-05-07,90.9813003540039,91.50518589598022,90.4283112933137,91.27235034456032,7113500
2024-05-08,90.79698181152344,90.84549261779149,89.96265367704973,90.34101428046904,5372900
2024-05-09,90.60294342041016,91.17533978420839,90.23428649915145,90.84548262164301,6429800
2024-05-10,88.22605895996094,90.3604008915263,88.16784452064675,90.29249021375037,10548400
2024-05-13,89.95294189453125,90.0014452946998,88.42979597710625,88.54621005887813,8792100
2024-05-14,90.02085876464844,91.5245975040137,89.83652658689212,90.21488718207955,7811000
2024-05-15,88.93428039550781,89.85593388271363,88.13875204118924,89.5357803323671,15614400
2024-05-16,89.03128814697266,90.06935564868118,88.79845258256668,88.95368122664343,12711700
2024-05-17,89.4290542602539,89.53577210055792,88.61411869808778,89.26412938040554,12019600
2024-05-20,89.03128814697266,89.9335342859686,88.11934576900377,89.49696667749376,9701500
2024-05-21,90.04995727539062,90.07906079621458,88.72083974465916,88.83726122966424,7809700
2024-05-22,89.739501953125,89.99174478785008,88.91487017227588,89.20591276461208,7611900
